/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/CodigoParlamentar;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/NomeParlamentar;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/NomeCompletoParlamentar;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/SexoParlamentar;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/FormaTratamento;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/SiglaPartidoParlamentar;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/CodigoMandato;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/UfParlamentar;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/DescricaoParticipacao;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/PrimeiraLegislaturaDoMandato/NumeroLegislatura;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/PrimeiraLegislaturaDoMandato/DataInicio;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/PrimeiraLegislaturaDoMandato/DataFim;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/SegundaLegislaturaDoMandato/NumeroLegislatura;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/SegundaLegislaturaDoMandato/DataInicio;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/SegundaLegislaturaDoMandato/DataFim;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Titular/DescricaoParticipacao;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Titular/CodigoParlamentar;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Titular/NomeParlamentar;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Suplentes/Suplente/DescricaoParticipacao;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Suplentes/Suplente/CodigoParlamentar;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Suplentes/Suplente/NomeParlamentar;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/CodigoPublicoNaLegAtual;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/UrlFotoParlamentar;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/UrlPaginaParlamentar;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/UrlPaginaParticular;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/EmailParlamentar;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Exercicios/Exercicio/CodigoExercicio;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Exercicios/Exercicio/DataInicio;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Exercicios/Exercicio/DataFim;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Exercicios/Exercicio/SiglaCausaAfastamento;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Exercicios/Exercicio/DescricaoCausaAfastamento;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/UfParlamentar;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Exercicios/Exercicio/DataLeitura
"72";"Roberto Requião";"Roberto Requião de Mello e Silva";"Masculino";"Senador ";"MDB";"467";"PR";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador72.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/72";;"roberto.requiao@senador.leg.br";"2621";"2011-02-01";"2019-01-31";"TER";"Término do mandato";;
"677";"Roberto Rocha";"Roberto Coelho Rocha";"Masculino";"Senador ";"PTB";"505";"MA";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"1º Suplente";"4606";"Pinto Itamaraty";"807";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador677.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/677";;"sen.robertorocha@senado.leg.br";;;;;;;
"677";"Roberto Rocha";"Roberto Coelho Rocha";"Masculino";"Senador ";"PTB";"505";"MA";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"2º Suplente";"5589";"Paulo Matos";"807";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador677.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/677";;"sen.robertorocha@senado.leg.br";;;;;;;
"677";"Roberto Rocha";"Roberto Coelho Rocha";"Masculino";"Senador ";"PTB";"505";"MA";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;"807";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador677.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/677";;"sen.robertorocha@senado.leg.br";"2812";"2017-01-27";"2023-01-31";"TER";"Término do mandato";;
"677";"Roberto Rocha";"Roberto Coelho Rocha";"Masculino";"Senador ";"PTB";"505";"MA";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;"807";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador677.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/677";;"sen.robertorocha@senado.leg.br";"2745";"2015-02-01";"2016-09-25";"LP ";"Licença Particular";;"2016-10-04"
"677";"Roberto Rocha";"Roberto Coelho Rocha";"Masculino";"Senador ";"PTB";"505";"MA";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;"807";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador677.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/677";;"sen.robertorocha@senado.leg.br";;;;;;;
"5098";"Roberto Wagner Monteiro";"Roberto Wagner Monteiro";"Masculino";"Senador ";"REPUBLICANOS";"452";"DF";"2º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"3398";"Cristovam Buarque";"1º Suplente";"5096";"Wilmar Lacerda";;;;;;;;;;;;
"4593";"Rodrigo Rollemberg";"Rodrigo Sobral Rollemberg";"Masculino";"Senador ";"PSB";"470";"DF";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;"1º Suplente";"5100";"Hélio José";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4593.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4593";;"rollemberg@senador.leg.br";;;;;;;
"4593";"Rodrigo Rollemberg";"Rodrigo Sobral Rollemberg";"Masculino";"Senador ";"PSB";"470";"DF";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;"2º Suplente";"5104";"Luis Cláudio da Costa Avelar";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4593.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4593";;"rollemberg@senador.leg.br";;;;;;;
"4593";"Rodrigo Rollemberg";"Rodrigo Sobral Rollemberg";"Masculino";"Senador ";"PSB";"470";"DF";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4593.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4593";;"rollemberg@senador.leg.br";"2622";"2011-02-01";"2015-01-01";"REN";"Renúncia";;
"5110";"Rodrigues Palma";"Manoel Antônio Rodrigues Palma";"Masculino";"Senador ";"PL";"456";"MT";"2º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"111";"Blairo Maggi";"1º Suplente";"5108";"Cidinho Santos";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5110.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5110";;"sen.rodriguespalma@senado.leg.br";"2849";"2018-05-02";"2018-08-26";"RET";"Retorno do titular";;"2018-05-02"
"73";"Romero Jucá";"Romero Jucá Filho";"Masculino";"Senador ";"MDB";"460";"RR";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;"1º Suplente";"3597";"Wirlande da Luz";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador73.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/73";;"romero.juca@senador.leg.br";;;;;;;
"73";"Romero Jucá";"Romero Jucá Filho";"Masculino";"Senador ";"MDB";"460";"RR";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;"2º Suplente";"5074";"Sander Fraxe Salomao";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador73.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/73";;"romero.juca@senador.leg.br";;;;;;;
"73";"Romero Jucá";"Romero Jucá Filho";"Masculino";"Senador ";"MDB";"460";"RR";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador73.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/73";;"romero.juca@senador.leg.br";"2792";"2016-05-24";"2019-01-31";"TER";"Término do mandato";;
"73";"Romero Jucá";"Romero Jucá Filho";"Masculino";"Senador ";"MDB";"460";"RR";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador73.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/73";;"romero.juca@senador.leg.br";"2623";"2011-02-01";"2016-05-13";"AFO";"Afastamento do exercício";;
"73";"Romero Jucá";"Romero Jucá Filho";"Masculino";"Senador ";"MDB";"460";"RR";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador73.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/73";;"romero.juca@senador.leg.br";;;;;;;
"5322";"Romário";"Romario de Souza Faria";"Masculino";"Senador ";"PL";"509";"RJ";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"1º Suplente";"5613";"João Batista Lemos";"840";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5322.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5322";"http://romario.org/";"sen.romario@senado.leg.br";;;;;;"RJ";
"5322";"Romário";"Romario de Souza Faria";"Masculino";"Senador ";"PL";"509";"RJ";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"2º Suplente";"791";"Vivaldo Barbosa";"840";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5322.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5322";"http://romario.org/";"sen.romario@senado.leg.br";;;;;;"RJ";
"5322";"Romário";"Romario de Souza Faria";"Masculino";"Senador ";"PL";"509";"RJ";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;"840";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5322.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5322";"http://romario.org/";"sen.romario@senado.leg.br";"2746";"2015-02-01";"2023-01-31";"TER";"Término do mandato";"RJ";
"456";"Ronaldo Caiado";"Ronaldo Ramos Caiado";"Masculino";"Senador ";"DEM";"504";"GO";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"1º Suplente";"5585";"Luiz Carlos do Carmo";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador456.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/456";;"ronaldo.caiado@senador.leg.br";;;;;;;
"456";"Ronaldo Caiado";"Ronaldo Ramos Caiado";"Masculino";"Senador ";"DEM";"504";"GO";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"2º Suplente";"5587";"Eladio Carneiro";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador456.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/456";;"ronaldo.caiado@senador.leg.br";;;;;;;
"456";"Ronaldo Caiado";"Ronaldo Ramos Caiado";"Masculino";"Senador ";"DEM";"504";"GO";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador456.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/456";;"ronaldo.caiado@senador.leg.br";"2748";"2015-02-01";"2019-01-01";"REN";"Renúncia";;
"5601";"Roosevelt Vita";"Roosevelt Vita";"Masculino";"Senador ";"MDB";"513";"PB";"2º Suplente";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"Titular";"3361";"José Maranhão";"1º Suplente";"5281";"Nilda Gondim";;;;;;;;;;;;
"2331";"Rose de Freitas";"Rosilda de Freitas";"Feminino";"Senadora ";"MDB";"503";"ES";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"1º Suplente";"151";"Luiz Pastore";"901";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador2331.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/2331";"https://www.senadorarosedefreitas.com.br/";"sen.rosedefreitas@senado.leg.br";;;;;;;
"2331";"Rose de Freitas";"Rosilda de Freitas";"Feminino";"Senadora ";"MDB";"503";"ES";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"2º Suplente";"5583";"Schariff Moyses";"901";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador2331.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/2331";"https://www.senadorarosedefreitas.com.br/";"sen.rosedefreitas@senado.leg.br";;;;;;;
"2331";"Rose de Freitas";"Rosilda de Freitas";"Feminino";"Senadora ";"MDB";"503";"ES";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;"901";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador2331.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/2331";"https://www.senadorarosedefreitas.com.br/";"sen.rosedefreitas@senado.leg.br";"2996";"2022-11-04";"2023-01-31";"TER";"Término do mandato";;
"2331";"Rose de Freitas";"Rosilda de Freitas";"Feminino";"Senadora ";"MDB";"503";"ES";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;"901";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador2331.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/2331";"https://www.senadorarosedefreitas.com.br/";"sen.rosedefreitas@senado.leg.br";"2952";"2020-03-26";"2022-07-06";"LCS";"Licença com convocação de suplente (sup 120 dias)";;
"2331";"Rose de Freitas";"Rosilda de Freitas";"Feminino";"Senadora ";"MDB";"503";"ES";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;"901";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador2331.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/2331";"https://www.senadorarosedefreitas.com.br/";"sen.rosedefreitas@senado.leg.br";"2749";"2015-02-01";"2019-11-19";"LS ";"Licença saúde";;
"2331";"Rose de Freitas";"Rosilda de Freitas";"Feminino";"Senadora ";"MDB";"503";"ES";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;"901";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador2331.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/2331";"https://www.senadorarosedefreitas.com.br/";"sen.rosedefreitas@senado.leg.br";;;;;;;
"5621";"Rudson Leite";"Rudson Leite da Silva";"Masculino";"Senador ";"PV";"498";"RR";"2º Suplente";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"Titular";"5535";"Telmário Mota";"1º Suplente";"5619";"Thieres Pinto";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5621.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5621";;"sen.rudsonleite@senado.leg.br";"2852";"2018-06-05";"2018-10-03";"RET";"Retorno do titular";;
"4847";"Salomão Alcolumbre Júnior";"Salomão Alcolumbre Júnior";"Masculino";"Senador ";"MDB";"464";"AP";"2º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"30";"Gilvam Borges";"1º Suplente";"4522";"Geovani Borges";;;;;;;;;;;;
"5074";"Sander Fraxe Salomao";"Sander Fraxe Salomao";"Masculino";"Senador ";"MDB";"460";"RR";"2º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"73";"Romero Jucá";"1º Suplente";"3597";"Wirlande da Luz";;;;;;;;;;;;
"5038";"Sandra Braga";"Sandra Backsmann Braga";"Feminino";"Senadora ";"MDB";"473";"AM";"1º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"4994";"Eduardo Braga";"2º Suplente";"5040";"Lirio Albino Parisotto";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5038.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5038";;"sandrabraga@senadora.leg.br";"2722";"2015-01-01";"2016-04-22";"RET";"Retorno do titular";;"2016-04-22"
"5172";"Sanny Japiassú dos Santos";"Sanny Japiassú dos Santos";"Masculino";"Senador ";"MDB";"479";"PB";"2º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"3811";"Wilson Santiago";"1º Suplente";"710";"Marcondes Gadelha";;;;;;;;;;;;
"5583";"Schariff Moyses";"Schariff Moyses";"Masculino";"Senador ";"PSDB";"503";"ES";"2º Suplente";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"Titular";"2331";"Rose de Freitas";"1º Suplente";"151";"Luiz Pastore";;;;;;;;;;;;
"5048";"Sergio Souza";"Sergio de Souza";"Masculino";"Senador ";"MDB";"439";"PR";"1º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"5006";"Gleisi Hoffmann";"2º Suplente";"5050";"Pedro Irno Tonelli";"467";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5048.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5048";"https://www.camara.leg.br/deputados/178933";"dep.sergiosouza@camara.leg.br";"2640";"2011-06-14";"2014-02-02";"RET";"Retorno do titular";"PR";"2011-06-14"
"5611";"Severino Araujo";"Severino Nunes de Araujo";"Masculino";"Senador ";"PSB";"514";"PR";"2º Suplente";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"Titular";"945";"Alvaro Dias";"1º Suplente";"5609";"Joel Malucelli";;;;;;;;;;;;
"5563";"Severino Leão";"Severino Barboza Leão";"Masculino";"Senador ";"PTB";"511";"AL";"2º Suplente";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"Titular";"4525";"Fernando Collor";"1º Suplente";"5561";"Renilde Bulhões";;;;;;;;;;;;
"5056";"Silvia Nascimento Cardoso dos Santos Cerqueira";"Silvia Nascimento Cardoso dos Santos Cerqueira";"Masculino";"Senador ";"REPUBLICANOS";"454";"BA";"2º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"604";"Walter Pinheiro";"1º Suplente";"5052";"Roberto Muniz";;;;;;;;;;;;
"5527";"Simone Tebet";"Simone Nassar Tebet";"Feminino";"Senadora ";"MDB";"494";"MS";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"1º Suplente";"5593";"Celso Dal Lago Rodrigues";"939";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5527.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5527";;"sen.simonetebet@senado.leg.br";;;;;;;
"5527";"Simone Tebet";"Simone Nassar Tebet";"Feminino";"Senadora ";"MDB";"494";"MS";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"2º Suplente";"5595";"Moacir Kohl";"939";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5527.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5527";;"sen.simonetebet@senado.leg.br";;;;;;;
"5527";"Simone Tebet";"Simone Nassar Tebet";"Feminino";"Senadora ";"MDB";"494";"MS";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;"939";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5527.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5527";;"sen.simonetebet@senado.leg.br";"2750";"2015-02-01";"2023-01-02";"AFO";"Afastamento do exercício";;
"624";"Sérgio Novais";"Aluísio Sérgio Novais Eleutério";"Masculino";"Senador ";"PSB";"444";"CE";"1º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"615";"José Pimentel";"2º Suplente";"5092";"Luis Carlos Paes de Castro";;;;;;;;;;;;
"4560";"Sérgio Petecão";"Sérgio de Oliveira Cunha";"Masculino";"Senador ";"PSD";"442";"AC";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;"1º Suplente";"5026";"Fernando Carvalho Lage";"850";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4560.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4560";"http://www.petecao.com.br/";"sen.sergiopetecao@senado.leg.br";;;;;;"AC";
"4560";"Sérgio Petecão";"Sérgio de Oliveira Cunha";"Masculino";"Senador ";"PSD";"442";"AC";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;"2º Suplente";"5028";"Armando José de Oliveira";"850";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4560.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4560";"http://www.petecao.com.br/";"sen.sergiopetecao@senado.leg.br";;;;;;"AC";
"4560";"Sérgio Petecão";"Sérgio de Oliveira Cunha";"Masculino";"Senador ";"PSD";"442";"AC";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;"850";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4560.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4560";"http://www.petecao.com.br/";"sen.sergiopetecao@senado.leg.br";"2624";"2011-02-01";"2019-01-31";"TER";"Término do mandato";"AC";
"5106";"Sérgio de Castro";"Sérgio Rogério de Castro";"Masculino";"Senador ";"PDT";"455";"ES";"1º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"635";"Ricardo Ferraço";"2º Suplente";"5120";"José Antonio Guidoni";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5106.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5106";;"sergiocastro@senado.leg.br";"2841";"2017-11-08";"2018-03-07";"RET";"Retorno do titular";;"2017-11-08"
"3396";"Tasso Jereissati";"Tasso Ribeiro Jereissati";"Masculino";"Senador ";"PSDB";"512";"CE";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"1º Suplente";"611";"Chiquinho Feitosa";"812";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3396.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3396";"https://www.senadortasso.com.br/";"sen.tassojereissati@senado.leg.br";;;;;;;
"3396";"Tasso Jereissati";"Tasso Ribeiro Jereissati";"Masculino";"Senador ";"PSDB";"512";"CE";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"2º Suplente";"5577";"Fernando Façanha";"812";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3396.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3396";"https://www.senadortasso.com.br/";"sen.tassojereissati@senado.leg.br";;;;;;;
"3396";"Tasso Jereissati";"Tasso Ribeiro Jereissati";"Masculino";"Senador ";"PSDB";"512";"CE";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;"812";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3396.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3396";"https://www.senadortasso.com.br/";"sen.tassojereissati@senado.leg.br";"2976";"2022-02-27";"2023-01-31";"TER";"Término do mandato";;
"3396";"Tasso Jereissati";"Tasso Ribeiro Jereissati";"Masculino";"Senador ";"PSDB";"512";"CE";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;"812";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3396.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3396";"https://www.senadortasso.com.br/";"sen.tassojereissati@senado.leg.br";"2751";"2015-02-01";"2021-10-29";"LP ";"Licença Particular";;
"3396";"Tasso Jereissati";"Tasso Ribeiro Jereissati";"Masculino";"Senador ";"PSDB";"512";"CE";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;"812";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3396.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3396";"https://www.senadortasso.com.br/";"sen.tassojereissati@senado.leg.br";;;;;;;
"5535";"Telmário Mota";"Telmário Mota de Oliveira";"Masculino";"Senador ";"PROS";"498";"RR";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"1º Suplente";"5619";"Thieres Pinto";"814";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5535.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5535";"http://www.telmariomota.com.br/";"sen.telmariomota@senado.leg.br";;;;;;;
"5535";"Telmário Mota";"Telmário Mota de Oliveira";"Masculino";"Senador ";"PROS";"498";"RR";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"2º Suplente";"5621";"Rudson Leite";"814";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5535.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5535";"http://www.telmariomota.com.br/";"sen.telmariomota@senado.leg.br";;;;;;;
"5535";"Telmário Mota";"Telmário Mota de Oliveira";"Masculino";"Senador ";"PROS";"498";"RR";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;"814";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5535.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5535";"http://www.telmariomota.com.br/";"sen.telmariomota@senado.leg.br";"2861";"2018-10-04";"2023-01-31";"TER";"Término do mandato";;
"5535";"Telmário Mota";"Telmário Mota de Oliveira";"Masculino";"Senador ";"PROS";"498";"RR";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;"814";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5535.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5535";"http://www.telmariomota.com.br/";"sen.telmariomota@senado.leg.br";"2828";"2017-04-14";"2018-05-29";"LSP";"Licença Saúde-Particular";;
